code	has_two	has_four	two_count	four_count	two_top_rank	four_top_rank	two_words	four_words
sjzo	1	0	2	0	37414		散座 三座	
phgu	1	0	1	0	37415		旁顾	
jxgy	1	0	1	0	37416		夹棍	
bkuf	1	0	1	0	37417		丙申	
xqkj	1	0	1	0	37420		休刊	
cutv	1	0	2	0	37423		促退 粗腿	
favf	1	0	1	0	37424		法阵	
nwji	1	0	1	0	37425		内急	
uzgr	1	0	1	0	37426		收官	
ufxi	1	0	1	0	37427		渗析	
uzan	1	0	2	0	37429		受案 熟谙	
thtz	1	0	1	0	37430		烫头	
vubg	1	0	1	0	37431		珠蚌	
xlro	1	0	1	0	37433		相若	
jihz	1	0	1	0	37434		季后	
zuyk	1	0	1	0	37435		祖茔	
ytyy	1	0	1	0	37436		月晕	
cvbc	1	0	1	0	37437		脆薄	
tozv	1	0	1	0	37438		脱罪	
sdjx	1	0	1	0	37439		腮颊	
kzhx	1	0	1	0	37440		扣划	
sedj	1	0	2	0	37441		色胆 色淡	
vewj	1	0	2	0	37442		折弯 这碗	
hxvf	1	0	1	0	37443		花针	
iich	1	0	1	0	37445		持仓	
pjgc	1	0	1	0	37447		攀高	
pjku	1	0	1	0	37453		盘库	
bhcc	1	0	1	0	37454		棒操	
kvjy	1	0	1	0	37456		溃军	
ijdc	1	0	1	0	37457		铲刀	
jbkv	1	0	1	0	37458		锦葵	
svuy	1	0	1	0	37459		随顺	
jkkh	1	0	1	0	37460		靖康	
lzsi	1	0	1	0	37461		露丝	
gdbw	1	0	1	0	37462		盖被	
xlqu	1	0	2	0	37463		相去 想去	
povf	1	0	1	0	37464		破阵	
gcvf	1	0	1	0	37465		高枕	
cvpk	1	0	1	0	37467		翠屏	
bjju	1	1	1	1	37468	14546	半句	不仅仅是
jnlu	1	0	2	0	37469		脚炉 焦炉	
tcvh	1	0	1	0	37472		讨账	
naqu	1	0	3	0	37474		拿去 哪去 那曲	
ffry	1	0	1	0	37475		分润	
llgv	1	0	1	0	37476		量规	
ybdm	1	0	1	0	37478		阴电	
dsbk	1	0	1	0	37479		动兵	
dizv	1	0	1	0	37482		抵罪	
vsmw	1	0	1	0	37483		中美	
wodz	1	0	1	0	37485		我都	
qunc	1	0	1	0	37488		取闹	
tdvs	1	0	3	0	37489		台钟 太重 台中	
hzgu	1	0	1	0	37490		后顾	
tkbm	1	0	1	0	37491		听便	
ivxi	1	0	1	0	37492		吹袭	
vyxm	1	0	1	0	37494		准线	
hcbj	1	0	1	0	37495		好办	
qian	1	0	1	0	37497		奇案	
fjjp	1	0	1	0	37498		犯戒	
zvlc	1	0	1	0	37499		最老	
hvnu	1	0	1	0	37500		恚怒	
hvng	1	0	1	0	37501		慧能	
cglr	1	0	1	0	37502		层峦	
lagz	1	0	2	0	37503		拉钩 拉勾	
izcj	1	0	1	0	37504		愁惨	
qrda	1	0	1	0	37505		拳打	
lkyb	1	1	2	1	37506	11789	铃音 灵隐	略窥一斑
pgqi	1	0	1	0	37507		捧起	
tiqp	1	0	1	0	37509		提挈	
jbjt	1	0	2	0	37512		晋爵 禁绝	
lbhe	1	0	2	0	37514		林壑 临河	
hrjn	1	0	1	0	37517		欢叫	
huze	1	0	1	0	37518		湖泽	
mjch	1	0	1	0	37519		满仓	
vadr	1	0	1	0	37520		炸断	
bcgd	1	0	1	0	37522		宝盖	
dzyu	1	0	1	0	37525		斗鱼	
tdai	1	0	2	0	37526		抬爱 太爱	
cugs	1	0	1	0	37527		粗工	
fjjm	1	0	3	0	37528		繁简 犯贱 凡间	
qlpn	1	0	1	0	37530		抢票	
xuxl	1	0	1	0	37531		虚像	
lmtd	1	0	1	0	37532		莲台	
jpul	1	0	1	0	37533		结霜	
yiwa	1	0	1	0	37535		伊娃	
tolz	1	0	1	0	37536		脱漏	
lyqr	1	1	1	1	37537	12068	轮圈	另有其人
njys	1	0	1	0	37539		男用	
iuua	1	0	1	0	37541		触杀	
fgdz	1	0	1	0	37543		风斗	
jngc	1	0	2	0	37546		交稿 较高	
sogo	1	0	1	0	37549		锁国	
nwvc	1	0	1	0	37550		内招	
lwfa	1	0	1	0	37551		雷法	
ffiu	1	0	1	0	37552		分出	
lita	1	0	1	0	37553		利他	
klhg	1	0	1	0	37554		匡衡	
toyu	1	0	1	0	37555		唾余	
mgdc	1	0	1	0	37557		梦到	
gzdj	1	0	1	0	37558		狗蛋	
ignj	1	0	1	0	37559		城南	
kvhc	1	0	1	0	37560		亏耗	
jbcy	1	0	1	0	37561		仅存	
nnku	1	0	1	0	37562		尿裤	
ddqq	1	1	1	1	37563	7882	带球	的的确确
yhhj	1	0	1	0	37564		养汉	
bpvu	1	0	1	0	37565		憋住	
qrhx	1	0	1	0	37567		劝化	
ucxx	1	0	1	0	37568		少侠	
muhx	1	0	1	0	37569		募化	
yibp	1	0	2	0	37570		揖别 一别	
zvyz	1	0	1	0	37571		最优	
vage	1	0	1	0	37573		栅格	
ivsj	1	0	1	0	37574		吹散	
lgul	1	0	1	0	37575		冷霜	
hrqx	1	0	1	0	37577		欢洽	
nagr	1	0	1	0	37578		哪管	
mbql	1	0	1	0	37579		民强	
hvtv	1	0	1	0	37580		回退	
vevi	1	0	1	0	37581		这只	
heff	1	0	1	0	37582		河粉	
kugz	1	0	1	0	37583		酷狗	
rudi	1	0	1	0	37584		入地	
ueju	1	0	1	0	37585		设局	
cgya	1	0	1	0	37590		层压	
qqul	1	0	1	0	37591		秋霜	
vdfu	1	0	1	0	37592		窄幅	
hflg	1	0	1	0	37593		很冷	
lvzs	1	0	1	0	37594		律宗	
zisv	1	0	1	0	37596		恣睢	
tjuz	1	1	1	1	37598	16684	摊手	统计数字
mouf	1	0	1	0	37599		魔神	
phvu	1	0	1	0	37601		旁注	
bwti	1	0	2	0	37602		悲啼 背题	
tmlc	1	0	1	0	37604		天牢	
iabn	1	0	1	0	37606		查表	
cjnt	1	0	1	0	37608		残虐	
bpjp	1	0	1	0	37609		别介	
mobh	1	0	1	0	37610		魔棒	
hwni	1	0	1	0	37612		黑泥	
ddmg	1	1	1	1	37613	7983	呆萌	点多面广
aojm	1	0	1	0	37615		熬煎	
ifvi	1	0	1	0	37617		衬纸	
ufln	1	0	1	0	37619		神聊	
dnvv	1	0	1	0	37621		吊坠	
gvlk	1	0	1	0	37623		归零	
mfli	1	0	1	0	37625		门里	
lice	1	0	1	0	37627		蠡测	
jmch	1	0	1	0	37628		建仓	
qllq	1	0	1	0	37629		强留	
nkjb	1	0	1	0	37631		拧紧	
rfir	1	0	1	0	37633		仁川	
rimu	1	0	1	0	37635		日暮	
iyjq	1	0	2	0	37636		春酒 醇酒	
mgdr	1	0	1	0	37637		梦断	
togl	1	0	1	0	37638		脱光	
xnsy	1	0	2	0	37639		消损 小孙	
tsgd	1	0	1	0	37640		桶盖	
cian	1	0	2	0	37644		此岸 此案	
bnys	1	0	1	0	37645		骠勇	
gzhf	1	0	2	0	37647		沟痕 够狠	
mwle	1	0	1	0	37648		没了	
icza	1	0	1	0	37650		吵杂	
bdql	1	0	1	0	37651		百强	
wjys	1	0	1	0	37652		万用	
mdiy	1	0	1	0	37655		卖春	
yicc	1	0	1	0	37657		刈草	
jmjk	1	0	2	0	37660		剪径 肩颈	
yiqr	1	0	2	0	37661		一圈 乙醛	
bwci	1	0	1	0	37662		被刺	
duwo	1	0	1	0	37664		赌窝	
mdcd	1	0	1	0	37665		买菜	
tyjb	1	0	1	0	37668		吞金	
ssxq	1	0	1	0	37670		送修	
kybw	1	0	1	0	37672		困惫	
ugmg	1	0	1	0	37674		生猛	
fwxp	1	0	1	0	37676		飞泻	
dcig	1	0	2	0	37677		稻城 岛城	
xnva	1	0	1	0	37680		小札	
pdll	1	0	1	0	37681		排量	
yyai	1	0	1	0	37682		云霭	
nnkh	1	0	1	0	37683		尿炕	
gjss	1	0	1	0	37684		干松	
cvgc	1	0	2	0	37685		催告 催稿	
gedn	1	0	1	0	37687		割掉	
kezy	1	0	1	0	37688		恪遵	
djbh	1	0	1	0	37689		单帮	
hzth	1	0	2	0	37690		后唐 后堂	
rgiu	1	0	1	0	37691		扔出	
uegs	1	0	1	0	37693		社工	
yzzv	1	0	2	0	37694		有罪 油嘴	
ytri	1	0	1	0	37696		月日	
krbu	1	0	1	0	37698		款步	
mwhv	1	0	3	0	37699		每回 没回 煤灰	
rivs	1	0	1	0	37703		日中	
vvze	1	0	1	0	37705		追责	
uuko	1	0	1	0	37706		疏阔	
yhbc	1	0	1	0	37707		样报	
hzvh	1	0	1	0	37708		后账	
hudc	1	0	1	0	37709		互道	
uzvf	1	0	1	0	37710		守贞	
xiqr	1	0	1	0	37711		溪泉	
rovu	1	0	1	0	37712		箬竹	
yjlq	1	0	1	0	37713		烟柳	
chqu	1	0	1	0	37714		藏区	
lqyz	1	0	2	0	37716		留有 流油	
huij	1	0	1	0	37717		胡缠	
liuo	1	0	1	0	37718		立说	
qnpj	1	0	2	0	37720		翘盼 桥畔	
bubd	1	0	1	0	37721		不败	
buma	1	0	1	0	37723		补码	
ldba	1	0	1	0	37724		来吧	
hyhc	1	0	1	0	37725		诨号	
xuyh	1	0	1	0	37726		蓄养	
mhpc	1	0	1	0	37727		蟒袍	
xnwj	1	0	1	0	37728		小碗	
zzgl	1	0	1	0	37729		走光	
iuto	1	0	1	0	37730		出脱	
zhvg	1	0	1	0	37731		赃证	
iiwu	1	0	1	0	37732		迟误	
tnvr	1	0	2	0	37734		跳转 调转	
xpsv	1	0	1	0	37736		邪祟	
fjkr	1	0	1	0	37737		返款	
jkpi	1	0	1	0	37740		静僻	
rcyr	1	0	1	0	37741		绕远	
lstk	1	0	2	0	37742		龙庭 龙亭	
yegk	1	0	1	0	37744		也怪	
qlba	1	0	1	0	37746		枪把	
iaqb	1	0	2	0	37748		查勤 查寝	
bcys	1	0	1	0	37749		保用	
tugz	1	0	1	0	37750		土狗	
bwlu	1	0	2	0	37751		北路 北麓	
dgpd	1	0	1	0	37752		灯牌	
icma	1	0	1	0	37756		吵骂	
aiuz	1	0	1	0	37757		碍手	
tvdd	1	0	1	0	37758		腿带	
cuia	1	0	1	0	37759		粗茶	
lzfg	1	0	1	0	37760		漏风	
bhkz	1	0	1	0	37763		帮口	
kzjm	1	0	2	0	37765		扣减 叩见	
anri	1	0	1	0	37766		按日	
vhbm	1	0	1	0	37767		掌鞭	
jbuv	1	0	3	0	37768		进水 金水 浸水	
bgtj	1	1	1	1	37769	5017	崩坍	博古通今
gjjx	1	0	1	0	37771		干架	
zvqr	1	0	2	0	37772		最全 醉拳	
xbpi	1	0	1	0	37773		心脾	
xbcd	1	0	1	0	37774		心裁	
xrxb	1	0	1	0	37775		悬心	
lzhc	1	0	2	0	37777		楼号 蒌蒿	
vgzi	1	0	1	0	37778		正字	
pbzi	1	0	1	0	37779		拼字	
ivxn	1	0	1	0	37780		吹箫	
ryge	1	0	1	0	37781		润格	
mjuj	1	0	2	0	37782		漫山 满山	
wfxs	1	0	1	0	37783		文胸	
uarh	1	0	1	0	37784		沙瓤	
rjxl	1	0	1	0	37785		燃香	
zalw	1	0	1	0	37786		杂类	
zshw	1	0	1	0	37787		棕黑	
uvwo	1	0	1	0	37788		水涡	
whmi	1	0	1	0	37790		网迷	
wwxy	1	0	1	0	37791		微醺	
sjvs	1	0	3	0	37793		三中 三种 三重	
mjnq	1	0	1	0	37795		蛮牛	
tzyu	1	0	1	0	37799		透雨	
suia	1	0	1	0	37800		速查	
tpgh	1	0	1	0	37802		铁杠	
miyb	1	0	1	0	37803		秘银	
bfho	1	0	1	0	37805		笨货	
qkbh	1	0	1	0	37807		青帮	
xtqu	1	0	1	0	37810		学区	
izpi	1	0	1	0	37811		臭屁	
xxjk	1	0	1	0	37812		下井	
tglu	1	0	1	0	37813		誊录	
vecg	1	0	1	0	37815		这层	
kszo	1	0	1	0	37816		空座	
tsfw	1	0	1	0	37817		通匪	
ihwa	1	0	1	0	37818		长袜	
kamf	1	0	1	0	37819		卡门	
tucv	1	0	1	0	37820		吐翠	
size	1	0	1	0	37821		四则	
sibu	1	0	2	0	37822		四部 四步	
hlbd	1	0	2	0	37825		黄白 黄柏	
qndi	1	0	1	0	37826		桥底	
lsil	1	0	1	0	37828		龙床	
jkhv	1	0	2	0	37829		警徽 竟会	
kztn	1	0	1	0	37832		口条	
wajk	1	0	1	0	37834		挖井	
yydh	1	0	1	0	37836		允当	
wfhj	1	0	1	0	37837		文翰	
drhe	1	0	1	0	37838		断喝	
dnqi	1	0	2	0	37839		掉漆 吊起	
celi	1	0	1	0	37840		册立	
qrzo	1	0	1	0	37842		权作	
iahc	1	0	1	0	37843		查号	
yagd	1	0	1	0	37844		压盖	
zvll	1	0	1	0	37845		最亮	
cdgk	1	0	1	0	37847		才怪	
tuxu	1	0	1	0	37848		吐絮	
tkqk	1	0	1	0	37849		听清	
najn	1	0	1	0	37850		那叫	
rjhc	1	0	1	0	37851		燃耗	
ihqb	1	0	1	0	37853		长亲	
yhnm	1	0	1	0	37854		羊年	
bdtd	1	0	1	0	37855		百态	
qsyu	1	0	1	0	37857		穷于	
vjuc	1	0	1	0	37858		站哨	
whbu	1	1	1	1	37860	4677	网捕	无话不说
syyz	1	0	1	0	37861		损友	
tylo	1	0	1	0	37862		屯落	
nmgl	1	0	1	0	37863		年光	
ljjy	1	0	1	0	37864		蓝军	
xivg	1	1	1	1	37865	9553	西征	修成正果
pjns	1	0	1	0	37866		盘弄	
eeil	1	0	1	0	37867		恶疮	
soxu	1	0	1	0	37869		所需	
cdkf	1	0	1	0	37870		才肯	
yyho	1	0	1	0	37871		运货	
gcia	1	0	2	0	37873		高叉 高差	
yzig	1	0	1	0	37874		有成	
bjgw	1	0	1	0	37875		颁给	
kuhe	1	0	1	0	37876		枯涸	
kjme	1	0	1	0	37879		看么	
vsjx	1	0	2	0	37880		重甲 中甲	
ouye	1	0	1	0	37881		欧耶	
irqb	1	0	1	0	37886		串亲	
zwyj	1	0	1	0	37887		贼眼	
gedg	1	0	1	0	37891		戈登	
qrjb	1	0	1	0	37893		劝进	
fjri	1	0	1	0	37895		反日	
ivpd	1	0	1	0	37896		吹拍	
xlze	1	0	1	0	37898		香泽	
erqu	1	0	2	0	37903		而去 二区	
wwvv	1	1	2	1	37904	4620	尾椎 围追	完完整整
nchz	1	0	1	0	37905		脑后	
xkma	1	0	1	0	37906		形码	
paca	1	0	1	0	37907		啪嚓	
chvo	1	0	1	0	37908		藏拙	
gwrf	1	0	1	0	37909		给人	
iaxu	1	0	1	0	37910		插叙	
mglm	1	0	1	0	37911		蒙脸	
iilz	1	0	1	0	37912		赤露	
nrgo	1	0	1	0	37914		暖锅	
ange	1	0	1	0	37915		暗格	
qrma	1	0	2	0	37916		全码 全麻	
bmqb	1	0	1	0	37917		边沁	
tdcj	1	0	1	0	37919		太惨	
gdxn	1	0	1	0	37920		该校	
humw	1	1	1	1	37922	13106	狐媚	混世魔王
nine	1	0	1	0	37923		你呢	
xmvf	1	0	2	0	37924		陷阵 县镇	
bmer	1	0	1	0	37925		边儿	
pkti	1	0	1	0	37926		瓶体	
moyj	1	0	2	0	37929		魔眼 莫言	
yebc	1	0	1	0	37932		业报	
shwh	1	0	1	0	37933		丧亡	
tkgv	1	0	1	0	37934		挺贵	
xbru	1	0	1	0	37935		心如	
rfqu	1	0	1	0	37937		任取	
tkyy	1	0	2	0	37941		停匀 停运	
labj	1	0	1	0	37942		蜡版	
nsgv	1	0	1	0	37944		弄鬼	
uxla	1	0	1	0	37947		刷拉	
bman	1	0	1	0	37948		边岸	
dnir	1	0	1	0	37949		钓船	
yblz	1	0	1	0	37951		银楼	
hewf	1	0	1	0	37953		喝问	
zotg	1	0	1	0	37954		佐藤	
vsio	1	0	1	0	37955		中辍	
damw	1	0	2	0	37956		大媒 大妹	
mnjt	1	0	1	0	37957		妙诀	
nfjk	1	0	1	0	37958		嫩茎	
cydr	1	0	1	0	37959		寸断	
nkhx	1	0	2	0	37960		凝华 宁化	
iufu	1	0	1	0	37961		初伏	
wwbd	1	0	1	0	37965		微白	
dovi	1	0	1	0	37966		多汁	
dong	1	0	1	0	37967		多能	
qimz	1	0	1	0	37968		奇谋	
igyt	1	0	2	0	37969		成约 呈阅	
bamc	1	0	2	0	37971		拔锚 拔毛	
tvuh	1	0	2	0	37972		推上 腿上	
busj	1	0	2	0	37973		布伞 不散	
vhuh	1	0	1	0	37977		掌上	
jnxr	1	0	1	0	37978		脚癣	
cauf	1	0	1	0	37979		擦身	
dmjy	1	0	1	0	37981		殿军	
mkdr	1	0	1	0	37982		明断	
ysho	1	0	2	0	37983		用活 用火	
lkmn	1	0	1	0	37984		灵妙	
pjto	1	0	1	0	37987		盘陀	
malv	1	0	1	0	37988		码率	
vfcy	1	0	2	0	37989		珍存 镇村	
lwlr	1	0	1	0	37991		累卵	
vxhf	1	0	1	0	37992		抓痕	
mipu	1	0	1	0	37993		米铺	
jbmh	1	0	1	0	37994		紧忙	
xiso	1	0	1	0	37995		细琐	
gobk	1	0	1	0	37997		锅饼	
rouo	1	0	1	0	37998		若说	
ntda	1	0	1	0	37999		虐打	
kcwj	1	0	1	0	38000		考完	
kxye	1	0	1	0	38004		跨业	
svdv	1	0	1	0	38008		随队	
vhyj	1	0	1	0	38009		障眼	
duss	1	0	1	0	38011		读诵	
lobb	1	0	1	0	38012		罗宾	
tigj	1	0	2	0	38013		题干 提干	
fgtj	1	0	1	0	38014		风瘫	
lqff	1	0	2	0	38015		馏分 六分	
kjih	1	0	1	0	38017		看场	
qblv	1	0	1	0	38018		亲率	
sixi	1	0	2	0	38020		伺隙 四喜	
qpuo	1	0	1	0	38021		且说	
uoqb	1	0	1	0	38023		说亲	
xiia	1	0	2	0	38024		喜茶 细查	
hdxi	1	0	2	0	38025		害喜 海西	
nwvs	1	0	1	0	38027		内中	
uzyz	1	0	1	0	38028		手游	
xnkg	1	0	1	0	38029		小坑	
hzll	1	0	1	0	38030		后梁	
pgci	1	0	1	0	38031		碰瓷	
pfsu	1	0	1	0	38032		喷塑	
qqdd	1	1	1	2	38036	8382	求带	敲敲打打 清清淡淡
iihj	1	0	1	0	38038		痴汉	
tsci	1	0	1	0	38039		同此	
miln	1	0	2	0	38041		密聊 米聊	
nssi	1	0	1	0	38042		弄死	
yshk	1	0	1	0	38043		咏怀	
aiti	1	0	2	0	38044		哀啼 挨踢	
cirh	1	0	1	0	38046		辞让	
qlla	1	0	1	0	38047		强拉	
phge	1	0	1	0	38048		胖哥	
xiie	1	0	1	0	38049		洗车	
uica	1	0	1	0	38050		拭擦	
gxjn	1	0	1	0	38051		挂角	
vfii	1	0	2	0	38052		振翅 镇尺	
bubw	1	0	1	0	38053		不备	
lpgz	1	0	2	0	38056		猎狗 鬣狗	
hzgd	1	0	1	0	38057		后盖	
dumz	1	0	1	0	38059		毒谋	
qlqu	1	0	1	0	38061		强取	
dauv	1	0	2	0	38062		大水 打水	
hjys	1	0	1	0	38066		悍勇	
cjse	1	0	1	0	38067		惭色	
hypd	1	0	1	0	38068		混排	
kvzo	1	0	1	0	38069		愧怍	
mjdd	1	0	1	0	38070		慢待	
yeig	1	0	2	0	38071		也成 叶城	
uzqb	1	0	1	0	38072		手勤	
fgih	1	0	2	0	38073		疯长 风场	
vcyj	1	1	1	1	38074	11213	招眼	只此一家
ugii	1	0	1	0	38075		生吃	
sjuv	1	0	2	0	38077		散水 三水	
lbtz	1	0	2	0	38078		临头 淋透	
bfsj	1	0	1	0	38079		奔三	
tyho	1	0	1	0	38080		囤货	
mguf	1	0	1	0	38081		梦神	
mcpm	1	0	1	0	38082		毛片	
pwbu	1	0	1	0	38085		赔补	
dygj	1	0	2	0	38087		钝感 顿感	
mmqx	1	0	1	0	38090		面洽	
pfyu	1	0	1	0	38091		盆浴	
dugs	1	0	1	0	38092		督工	
vcww	1	0	1	0	38094		赵薇	
kslz	1	0	1	0	38097		空楼	
miii	1	0	1	0	38099		米尺	
lrmb	1	0	1	0	38100		乱民	
llnq	1	0	1	0	38102		靓妞	
rsvv	1	0	1	0	38103		冗赘	
yitj	1	0	2	0	38104		医坛 一滩	
ycnh	1	0	1	0	38105		药囊	
ybuz	1	0	1	0	38106		印绶	
ukbw	1	0	1	0	38108		衰惫	
kgua	1	0	1	0	38109		坑杀	
iils	1	0	1	0	38110		赤龙	
iobi	1	0	1	0	38111		辍笔	
tvdi	1	0	1	0	38112		退敌	
ycrf	1	0	2	0	38114		邀人 要人	
vuth	1	0	1	0	38115		煮汤	
tyjy	1	1	1	1	38116	12455	屯军	桃园结义
ujni	1	0	1	0	38117		山泥	
vfva	1	0	1	0	38118		针扎	
gvxs	1	0	1	0	38121		鬼雄	
wjtj	1	1	1	1	38123	17228	惋叹	外交途径
fujk	1	0	2	0	38124		负荆 赴京	
ybma	1	0	2	0	38125		音码 饮马	
gdyi	1	0	2	0	38126		改易 盖伊	
drls	1	0	1	0	38127		断垄	
nnqi	1	0	1	0	38128		鸟气	
muuu	1	0	2	0	38129		木薯 木梳	
djer	1	0	2	0	38130		胆儿 单耳	
lbic	1	0	1	0	38133		临朝	
gjme	1	0	1	0	38134		干么	
tzii	1	0	1	0	38136		偷吃	
suqu	1	0	2	0	38140		俗曲 苏区	
yjic	1	0	2	0	38141		燕巢 验钞	
glpk	1	0	1	0	38142		光凭	
isdk	1	0	1	0	38143		冲顶	
keuu	1	0	1	0	38146		可数	
thyj	1	0	2	0	38147		唐嫣 塘堰	
xlwd	1	0	1	0	38148		向外	
xlwj	1	0	2	0	38149		向晚 想玩	
pbwf	1	0	1	0	38150		聘问	
xxdh	1	1	1	1	38151	17456	下档	熊熊大火
yiuo	1	0	2	0	38152		臆说 一说	
pbti	1	0	1	0	38154		品题	
xbfo	1	0	1	0	38156		信佛	
mcxt	1	0	1	0	38157		冒雪	
xivj	1	0	2	0	38158		袭占 西站	
qnlz	1	0	1	0	38159		谯楼	
mihj	1	0	1	0	38163		密函	
xyso	1	0	1	0	38164		寻索	
yrxi	1	0	1	0	38165		院系	
aiic	1	0	1	0	38166		爱巢	
mjgo	1	0	2	0	38171		瞒过 漫过	
igul	1	0	1	0	38172		成双	
nqbd	1	1	1	1	38173	5969	扭摆	南腔北调
igyk	1	0	1	0	38174		承应	
vhbj	1	0	1	0	38175		掌班	
tjma	1	0	1	0	38176		探马	
qrbf	1	0	1	0	38177		全本	
daco	1	0	2	0	38179		大错 打错	
veda	1	0	1	0	38180		浙大	
piua	1	0	1	0	38182		劈杀	
kabc	1	0	1	0	38183		卡包	
fahd	1	0	2	0	38185		法海 发还	
aiwo	1	0	1	0	38188		爱我	
hgmw	1	0	1	0	38190		横眉	
lixp	1	0	1	0	38192		沥血	
pcvf	1	0	1	0	38193		疱疹	
mjyk	1	0	1	0	38196		满盈	
dgqm	1	0	1	0	38197		灯前	
hjqq	1	0	1	0	38198		寒秋	
cuxx	1	0	1	0	38199		促狭	
nang	1	0	1	0	38200		哪能	
antz	1	0	2	0	38201		岸头 案头	
aazi	1	0	1	0	38204		阿紫	
diyh	1	0	2	0	38205		底样 低氧	
hvcy	1	0	2	0	38206		惠存 回村	
sdya	1	0	1	0	38207		塞牙	
idlk	1	0	1	0	38208		拆零	
igbk	1	0	1	0	38209		称病	
tcxi	1	0	2	0	38211		讨喜 淘洗	
xugo	1	0	1	0	38212		絮聒	
jpue	1	0	2	0	38213		结舌 结社	
ulbn	1	0	1	0	38215		双标	
zhtu	1	0	1	0	38217		脏土	
mkhy	1	0	1	0	38218		冥婚	
wunl	1	0	1	0	38220		舞娘	
izhv	1	0	1	0	38221		抽回	
mnjl	1	0	2	0	38222		苗疆 喵酱	
lqgz	1	0	1	0	38223		遛狗	
chsi	1	0	1	0	38224		藏私	
xmtd	1	0	2	0	38225		藓苔 仙台	
mkmp	1	0	1	0	38226		明灭	
xpyk	1	0	1	0	38227		血影	
bnbi	1	0	1	0	38228		表笔	
vakd	1	0	1	0	38231		炸开	
wwph	1	0	1	0	38232		微胖	
bdvj	1	0	1	0	38235		百战	
xppi	1	0	1	0	38238		邪僻	
qbvr	1	0	1	0	38239		秦篆	
mfhc	1	0	1	0	38242		门号	
lcvz	1	0	1	0	38243		老周	
kuqr	1	0	1	0	38246		苦劝	
xlgv	1	0	1	0	38247		香闺	
mzbc	1	0	1	0	38249		某宝	
fjse	1	0	1	0	38250		反色	
bute	1	0	1	0	38252		不特	
defu	1	1	1	1	38253	8409	德芙	得而复失
llrf	1	0	2	0	38254		两人 良人	
wwbf	1	0	1	0	38256		为本	
njkr	1	0	1	0	38258		男款	
cevr	1	0	1	0	38261		侧转	
ybvd	1	0	1	0	38262		阴宅	
fwqu	1	0	1	0	38263		飞去	
qpyc	1	0	2	0	38265		切要 且要	
qmhj	1	0	2	0	38269		前汉 钎焊	
iznj	1	0	1	0	38272		丑男	
fgzg	1	0	1	0	38273		奉赠	
dayy	1	0	2	0	38274		大运 打晕	
hdvf	1	0	2	0	38275		还真 海珍	
zvjm	1	0	1	0	38276		嘴尖	
qmqk	1	0	1	0	38278		前倾	
qmuh	1	0	2	0	38279		前晌 签上	
kjxn	1	0	1	0	38281		勘校	
zotd	1	0	2	0	38283		坐台 作态	
icrz	1	0	1	0	38284		炒肉	
pbjq	1	0	1	0	38286		品酒	
ruqm	1	0	1	0	38287		如前	
guul	1	0	1	0	38291		孤孀	
tmmj	1	0	2	0	38292		填满 添满	
icli	1	0	1	0	38294		朝里	
qujx	1	0	1	0	38295		屈驾	
piho	1	0	1	0	38296		批货	
xxnm	1	1	1	1	38298	2967	下年	嬉笑怒骂
zzuh	1	0	1	0	38300		走上	
kzhg	1	0	1	0	38301		口亨	
jiis	1	0	1	0	38302		急冲	
qlgj	1	0	2	0	38303		强干 枪杆	
xrqi	1	0	1	0	38304		悬起	
ddjm	1	0	2	0	38305		待建 待见	
lvkc	1	0	1	0	38306		律考	
xrwj	1	0	1	0	38307		悬腕	
yati	1	0	1	0	38308		押题	
zeui	1	0	2	0	38309		择时 则是	
tjug	1	0	2	0	38310		探胜 贪生	
pdlv	1	0	1	0	38311		排律	
caxp	1	0	2	0	38313		擦鞋 擦写	
hsdm	1	0	1	0	38314		红点	
ujru	1	0	1	0	38315		擅入	
sjtj	1	0	1	0	38317		散弹	
zvjq	1	0	2	0	38318		醉酒 最久	
kspk	1	0	1	0	38319		空瓶	
wjic	1	0	1	0	38320		晚潮	
zjdr	1	0	1	0	38321		暂短	
anuc	1	0	1	0	38322		暗哨	
icbw	1	0	1	0	38323		朝北	
gzli	1	0	1	0	38326		沟里	
uzci	1	0	1	0	38327		首次	
gfdu	1	0	1	0	38328		跟读	
yhhy	1	1	1	1	38329	11685	洋荤	氧化还原
ucuf	1	0	1	0	38330		烧身	
hrif	1	0	1	0	38331		环衬	
dgee	1	0	2	0	38332		灯蛾 等额	
ugqk	1	0	1	0	38334		生情	
xrtm	1	0	2	0	38336		玄天 喧天	
mdfj	1	0	1	0	38338		买饭	
duhz	1	0	2	0	38339		笃厚 读后	
cugu	1	0	1	0	38340		粗估	
lzye	1	0	1	0	38341		漏液	
bavi	1	0	1	0	38342		罢职	
seyh	1	0	1	0	38346		色样	
ailb	1	0	1	0	38347		艾琳	
jkii	1	1	1	1	38348	15675	精赤	健康成长
vcfg	1	0	1	0	38350		招风	
xiry	1	0	1	0	38351		细润	
jtmf	1	0	1	0	38353		绝门	
bcjq	1	0	1	0	38354		薄酒	
wggu	1	0	1	0	38356		翁姑	
zwkz	1	0	1	0	38358		贼寇	
lybo	1	0	1	0	38359		轮播	
kkma	1	0	1	0	38363		快马	
lmda	1	0	2	0	38365		脸大 联大	
zugg	1	0	1	0	38366		阻梗	
iubi	1	0	1	0	38368		除弊	
bwks	1	0	1	0	38369		被控	
xuhy	1	1	1	1	38370	11537	许婚	学术会议
