行号	词	词频	原拼音	辅助拼音	词典读音	简单鹤	鲸凉鹤	采用	依据	问题
35535	姨婆	10	yi2 po2	yipo		yi po	yi po	yi po	简单鹤与鲸凉鹤去飞键后一致	
35536	娄子	10	lou2 zi3	louzi	lou2 zi5		lou zi	lou zi	单份鹤参考与其他证据一致	
35537	娇嫩	10	jiao1 nen4	jiaonen	jiao1 nen4	jiao nen	jiao nen	jiao nen	简单鹤与鲸凉鹤去飞键后一致	
35538	娇柔	10	jiao1 rou2	jiaorou	jiao1 rou2	jiao rou	jiao rou	jiao rou	简单鹤与鲸凉鹤去飞键后一致	
35539	娜塔丽	10	na4/nuo2 da5/ta3 li2/li4	natali				待分配	证据不足或仍冲突；待分配	
35540	娼	10	chang1	chang	chang1			chang	整词词典与原始音节一致	
35541	嫡系	10	di2 xi4	dixi	di2 xi4	di xi	di xi	di xi	简单鹤与鲸凉鹤去飞键后一致	
35542	嫩芽	10	nen4 ya2	nenya	nen4 ya2	nen ya	nen ya	nen ya	简单鹤与鲸凉鹤去飞键后一致	
35543	嬉皮笑脸	10	xi1 pi2 xiao4 lian3	xipixiaolian	xi1 pi2 xiao4 lian3			xi pi xiao lian	整词词典与原始音节一致	
35544	嬉笑	10	xi1 xiao4	xixiao	xi1 xiao4	xi xiao	xi xiao	xi xiao	简单鹤与鲸凉鹤去飞键后一致	
35545	子午线	10	zi3 wu3 xian4	ziwuxian	zi3 wu3 xian4			zi wu xian	整词词典与原始音节一致	
35546	孔子	10	Kong3 zi5	kongzi	kong3 zi3	kong zi	kong zi	kong zi	简单鹤与鲸凉鹤去飞键后一致	
35547	存有	10	cun2 you3/you4	cunyou		cun you	cun you	cun you	简单鹤与鲸凉鹤去飞键后一致	
35548	孤老	10	gu1 lao3	gulao	gu1 lao3	gu lao	gu lao	gu lao	简单鹤与鲸凉鹤去飞键后一致	
35549	宇佐美	10	yu3 zuo3 mei3	yuzuomei				yu zuo mei	原始双字段一致（非独立语料证据）	
35550	宇进	10	yu3 jin4	yujin				yu jin	原始双字段一致（非独立语料证据）	
35551	安佐	10	an1 zuo3	anzuo				an zuo	原始双字段一致（非独立语料证据）	
35552	安吉拉·佩特利	10	an1 ji2 la1/la2/la3/la4 #pei4 te4 li4	anjila*peiteli				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
35553	安吉莉娜	10	an1 ji2 li4 na4/nuo2	anjilina				待分配	证据不足或仍冲突；待分配	
35554	安娜·摩根	10	an1 na4/nuo2 #ma1/mo2 gen1	anna*mogen				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
35555	安安	10	an1 an1	anan	an1 an1			an an	整词词典与原始音节一致	
35556	安尼	10	an1 ni2	anni				an ni	原始双字段一致（非独立语料证据）	
35557	安托万	10	an1 tuo1 mo4/wan4	antuowan				待分配	证据不足或仍冲突；待分配	
35558	安莉	10	an1 li4	anli				an li	原始双字段一致（非独立语料证据）	
35559	宋允慧	10	song4 yun3 hui4	songyunhui				song yun hui	原始双字段一致（非独立语料证据）	
35560	宋荣日	10	song4 rong2 ri4	songrongri				song rong ri	原始双字段一致（非独立语料证据）	
35561	宋韵	10	song4 yun4	songyun				song yun	原始双字段一致（非独立语料证据）	
35562	官衔	10	guan1 xian2	guanxian	guan1 xian2			guan xian	整词词典与原始音节一致	
35563	实业家	10	shi2 ye4 jia1	shiyejia				shi ye jia	原始双字段一致（非独立语料证据）	
35564	实干家	10	shi2 gan4 jia1	shiganjia				shi gan jia	原始双字段一致（非独立语料证据）	
35565	审时度势	10	shen3 shi2 duo2 shi4	shenshidushi	shen3 shi2 duo2 shi4			shen shi duo shi	整词词典与原始音节一致	原始两拼音字段矛盾；整词词典与辅助拼音矛盾
35566	宪兵队	10	xian4 bing1 dui4	xianbingdui				xian bing dui	原始双字段一致（非独立语料证据）	
35567	宫津	10	gong1 jin1	gongjin				gong jin	原始双字段一致（非独立语料证据）	
35568	家小	10	jia1/jia5/jie5 xiao3	jiaxiao	jia1 xiao3			jia xiao	整词词典与原始音节一致	
35569	家破人亡	10	jia1 po4 ren2 wang2	jiaporenwang	jia1 po4 ren2 wang2			jia po ren wang	整词词典与原始音节一致	
35570	寥寥无几	10	liao2 liao2 wu2 ji3	liaoliaowuji	liao2 liao2 wu2 ji3			liao liao wu ji	整词词典与原始音节一致	
35571	寸步难行	10	cun4 bu4 nan2/nan4 hang2/hang4/heng2/xing2	cunbunanxing	cun4 bu4 nan2 xing2			cun bu nan xing	整词词典与原始音节一致	
35572	对子	10	dui4 zi3	duizi	dui4 zi3	dui zi	dui zi	dui zi	简单鹤与鲸凉鹤去飞键后一致	
35573	对症下药	10	dui4 zheng4 xia4 yao4	duizhengxiayao	dui4 zheng4 xia4 yao4			dui zheng xia yao	整词词典与原始音节一致	
35574	寻呼机	10	xin2/xun2 hu1 ji1	xunhuji	xun2 hu1 ji1			xun hu ji	整词词典与原始音节一致	
35575	封闭式	10	feng1 bi4 shi4	fengbishi	feng1 bi4 shi4			feng bi shi	整词词典与原始音节一致	
35576	小孔	10	xiao3 kong3	xiaokong	xiao3 kong3	xiao kong	xiao kong	xiao kong	简单鹤与鲸凉鹤去飞键后一致	
35577	小朴	10	xiao3 piao2/po1/po4/pu3	xiaopu				待分配	证据不足或仍冲突；待分配	
35578	小苏打	10	xiao3 su1 da2/da3	xiaosuda	xiao3 su1 da2			xiao su da	整词词典与原始音节一致	
35579	小葵	10	xiao3 kui2	xiaokui			xiao kui	xiao kui	单份鹤参考与其他证据一致	
35580	小豆	10	xiao3 dou4	xiaodou				xiao dou	原始双字段一致（非独立语料证据）	
35581	小轿车	10	xiao3 jiao4 che1/ju1	xiaojiaoche	xiao3 jiao4 che1			xiao jiao che	整词词典与原始音节一致	
35582	小雅	10	xiao3 ya3	xiaoya				xiao ya	原始双字段一致（非独立语料证据）	
35583	少林寺	10	shao4 lin2 si4	shaolinsi	shao4 lin2 si4			shao lin si	整词词典与原始音节一致	
35584	少薰	10	shao3/shao4 xun1	shaoxun				shao xun	原始双字段一致（非独立语料证据）	
35585	就教	10	jiu4 jiao1/jiao4	jiujiao	jiu4 jiao4			jiu jiao	整词词典与原始音节一致	
35586	尸骸	10	shi1 hai2	shihai	shi1 hai2	shi hai	shi hai	shi hai	简单鹤与鲸凉鹤去飞键后一致	
35587	尺子	10	chi3 zi5	chizi	chi3 zi3	chi zi	chi zi	chi zi	简单鹤与鲸凉鹤去飞键后一致	
35588	尼亚加	10	ni2 ya4 jia1	niyajia				ni ya jia	原始双字段一致（非独立语料证据）	
35589	居留权	10	ju1 liu2 quan2	juliuquan	ju1 liu2 quan2			ju liu quan	整词词典与原始音节一致	
35590	屏气	10	bing3 qi4	pingqi	bing3 qi4		bing qi	bing qi	整词人工裁决	原始两拼音字段矛盾；整词词典与辅助拼音矛盾
35591	屠刀	10	tu2 dao1	tudao	tu2 dao1	tu dao	tu dao	tu dao	简单鹤与鲸凉鹤去飞键后一致	
35592	屡屡	10	lu:3 lu:3	lvlv	lv3 lv3	lv lv	lv lv	lv lv	简单鹤与鲸凉鹤去飞键后一致	
35593	山城	10	shan1 cheng2	shancheng	shan1 cheng2	shan cheng	shan cheng	shan cheng	简单鹤与鲸凉鹤去飞键后一致	
35594	山水	10	shan1 shui3	shanshui	shan1 shui3	shan shui	shan shui	shan shui	简单鹤与鲸凉鹤去飞键后一致	
35595	岱	10	dai4	dai	dai4			dai	整词词典与原始音节一致	
35596	崔氏	10	cui1 shi4/zhi1	cuishi				待分配	证据不足或仍冲突；待分配	
35597	崔美尔	10	cui1 mei3 er3	cuimeier				cui mei er	原始双字段一致（非独立语料证据）	
35598	川上	10	chuan1 shang3/shang4	chuanshang				chuan shang	原始双字段一致（非独立语料证据）	
35599	州府	10	zhou1 fu3	zhoufu		zhou fu	zhou fu	zhou fu	简单鹤与鲸凉鹤去飞键后一致	
35600	工友	10	gong1 you3	gongyou	gong1 you3		gong you	gong you	单份鹤参考与其他证据一致	
35601	工时	10	gong1 shi2	gongshi	gong1 shi2			gong shi	整词词典与原始音节一致	
35602	左倾	10	zuo3 qing1	zuoqing	zuo3 qing1	zuo qing	zuo qing	zuo qing	简单鹤与鲸凉鹤去飞键后一致	
35603	巧舌如簧	10	qiao3 she2 ru2 huang2	qiaosheruhuang	qiao3 she2 ru2 huang2			qiao she ru huang	整词词典与原始音节一致	
35604	差额	10	cha1 e2	chae	cha1 e2	cha e	cha e	cha e	简单鹤与鲸凉鹤去飞键后一致	
35605	巴勒特	10	ba1 le4/lei1 te4	balete				待分配	证据不足或仍冲突；待分配	
35606	巴尔兰德	10	ba1 er3 lan2 de2	baerlande				ba er lan de	原始双字段一致（非独立语料证据）	
35607	巴尔达比约	10	ba1 er3 da2 bi3 yao1/yue1	baerdabiyue				待分配	证据不足或仍冲突；待分配	
35608	巴特菲尔德	10	ba1 te4 fei1/fei3 er3 de2	batefeierde				ba te fei er de	原始双字段一致（非独立语料证据）	
35609	巴瑞·曼尼洛	10	ba1 rui4 #man4 ni2 luo4	barui*manniluo				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
35610	巴的摩尔	10	ba1 de5/di2/di4 ma1/mo2 er3	bademoer				待分配	证据不足或仍冲突；待分配	
35611	巴贝炬	10	ba1 bei4 ju4	babeiju				ba bei ju	原始双字段一致（非独立语料证据）	
35612	巻	10	#	*	juan4			待分配	孤立多音字无语境；待分配	
35613	布兰	10	bu4 lan2	bulan				bu lan	原始双字段一致（非独立语料证据）	
35614	布兰迪	10	bu4 lan2 di2	bulandi				bu lan di	原始双字段一致（非独立语料证据）	
35615	布兹林	10	bu4 ci2/zi1 lin2	buzilin				待分配	证据不足或仍冲突；待分配	
35616	布告	10	bu4 gao4	bugao	bu4 gao4			bu gao	整词词典与原始音节一致	
35617	布彻	10	bu4 che4	buche				bu che	原始双字段一致（非独立语料证据）	
35618	布拉塞尔	10	bu4 la1/la2/la3/la4 sai1/sai4/se4 er3	bulasaier				待分配	证据不足或仍冲突；待分配	
35619	布朗奇	10	bu4 lang3 ji1/qi2	bulangqi				待分配	证据不足或仍冲突；待分配	
35620	布罗恩	10	bu4 luo1/luo2/luo5 en1	buluoen				bu luo en	原始双字段一致（非独立语料证据）	
35621	布莫	10	bu4 mo4	bumo				bu mo	原始双字段一致（非独立语料证据）	
35622	布隆姆	10	bu4 long1/long2 mu3	bulongmu				bu long mu	原始双字段一致（非独立语料证据）	
35623	帅帅	10	shuai4 shuai4	shuaishuai			shuai shuai	shuai shuai	单份鹤参考与其他证据一致	
35624	希伯莱	10	Xi1 bo2 lai2	xibolai				xi bo lai	原始双字段一致（非独立语料证据）	
35625	希美	10	xi1 mei3	ximei				xi mei	原始双字段一致（非独立语料证据）	
35626	帕雷	10	pa4 lei2	palei				pa lei	原始双字段一致（非独立语料证据）	
35627	帕默	10	pa4 mo4	pamo				pa mo	原始双字段一致（非独立语料证据）	
35628	帽檐	10	mao4 yan2	maoyan	mao4 yan2		mao yan	mao yan	单份鹤参考与其他证据一致	
35629	幡	10	fan1	fan	fan1			fan	整词词典与原始音节一致	
35630	干练	10	gan1/gan4 lian4	ganlian	gan4 lian4	gan lian	gan lian	gan lian	简单鹤与鲸凉鹤去飞键后一致	
35631	平奇	10	ping2 ji1/qi2	pingqi				待分配	证据不足或仍冲突；待分配	
35632	年代久远	10	nian2 dai4 jiu3 yuan3	niandaijiuyuan				nian dai jiu yuan	原始双字段一致（非独立语料证据）	
35633	年刊	10	nian2 kan1	niankan		nian kan	nian kan	nian kan	简单鹤与鲸凉鹤去飞键后一致	
35634	年限	10	nian2 xian4	nianxian	nian2 xian4	nian xian	nian xian	nian xian	简单鹤与鲸凉鹤去飞键后一致	
35635	并购案	10	bing1/bing4 gou4 an4	binggouan				bing gou an	原始双字段一致（非独立语料证据）	
35636	广告业	10	an1/guang3 gao4 ye4	guanggaoye				待分配	证据不足或仍冲突；待分配	
35637	库伯	10	ku4 bai3/bo2	kubo				待分配	证据不足或仍冲突；待分配	
35638	库比茨	10	ku4 bi3 ci2	kubici				ku bi ci	原始双字段一致（非独立语料证据）	
35639	应声	10	ying4 sheng1	yingsheng	ying4 sheng1	ying sheng	ying sheng	ying sheng	简单鹤与鲸凉鹤去飞键后一致	
35640	府上	10	fu3 shang3/shang4	fushang	fu3 shang4	fu shang	fu shang	fu shang	简单鹤与鲸凉鹤去飞键后一致	
35641	座无虚席	10	zuo4 mo2/wu2 xu1 xi2	zuowuxuxi	zuo4 wu2 xu1 xi2			zuo wu xu xi	整词词典与原始音节一致	
35642	康普顿	10	kang1 pu3 du2/dun4	kangpudun				待分配	证据不足或仍冲突；待分配	
35643	庸才	10	yong1 cai2	yongcai	yong1 cai2	yong cai	yong cai	yong cai	简单鹤与鲸凉鹤去飞键后一致	
35644	开道	10	kai1 dao4	kaidao	kai1 dao4			kai dao	整词词典与原始音节一致	
35645	开间	10	kai1 jian1	kaijian	kai1 jian1	kai jian	kai jian	kai jian	简单鹤与鲸凉鹤去飞键后一致	
35646	异国他乡	10	yi4 guo2 ta1 xiang1	yiguotaxiang	yi4 guo2 ta1 xiang1			yi guo ta xiang	整词词典与原始音节一致	
35647	式子	10	shi4 zi5	shizi	shi4 zi5			shi zi	整词词典与原始音节一致	
35648	弗拉蒂米尔·比尔科	10	fu2 la1/la2/la3/la4 di4 mi3 er3 #bi3 er3 ke1	fuladimier*bierke				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
35649	弗朗索	10	fu2 lang3 suo3	fulangsuo				fu lang suo	原始双字段一致（非独立语料证据）	
35650	弗里德姆	10	fu2 li3 de2 mu3	fulidemu				fu li de mu	原始双字段一致（非独立语料证据）	
35651	弗雷德里	10	fu2 lei2 de2 li3	fuleideli				fu lei de li	原始双字段一致（非独立语料证据）	
35652	弱视	10	ruo4 shi4	ruoshi	ruo4 shi4		ruo shi	ruo shi	单份鹤参考与其他证据一致	
35653	强的松	10	jiang4/qiang2/qiang3 de5/di2/di4 song1	qiangdesong				待分配	证据不足或仍冲突；待分配	
35654	强盛	10	qiang2 sheng4	qiangsheng	qiang2 sheng4	qiang sheng	qiang sheng	qiang sheng	简单鹤与鲸凉鹤去飞键后一致	
35655	归国	10	gui1 guo2	guiguo	gui1 guo2	gui guo	gui guo	gui guo	简单鹤与鲸凉鹤去飞键后一致	
35656	当事	10	dang1 shi4	dangshi	dang1 shi4		dang shi	dang shi	单份鹤参考与其他证据一致	
35657	当机立断	10	dang1/dang4 ji1 li4 duan4	dangjiliduan	dang1 ji1 li4 duan4			dang ji li duan	整词词典与原始音节一致	
35658	当票	10	dang1/dang4 piao4	dangpiao	dang4 piao4	dang piao	dang piao	dang piao	简单鹤与鲸凉鹤去飞键后一致	
35659	当道	10	dang1/dang4 dao4	dangdao	dang1 dao4	dang dao	dang dao	dang dao	简单鹤与鲸凉鹤去飞键后一致	
35660	彼德丝	10	bi3 de2 si1	bidesi				bi de si	原始双字段一致（非独立语料证据）	
35661	待机	10	dai1/dai4 ji1	daiji	dai4 ji1	dai ji	dai ji	dai ji	简单鹤与鲸凉鹤去飞键后一致	
35662	得不偿失	10	de2 bu4 chang2 shi1	debuchangshi	de2 bu4 chang2 shi1			de bu chang shi	整词词典与原始音节一致	
35663	得利	10	de2/de5/dei3 li4	deli	de2 li4	de li	de li	de li	简单鹤与鲸凉鹤去飞键后一致	
35664	得势	10	de2 shi4	deshi	de2 shi4		de shi	de shi	单份鹤参考与其他证据一致	
35665	德威	10	de2 wei1	dewei				de wei	原始双字段一致（非独立语料证据）	
35666	德山	10	de2 shan1	deshan				de shan	原始双字段一致（非独立语料证据）	
35667	德拉古班	10	de2 la1/la2/la3/la4 gu3 ban1	delaguban				de la gu ban	原始双字段一致（非独立语料证据）	
35668	德鲁伊	10	de2 lu3 yi1	deluyi				de lu yi	原始双字段一致（非独立语料证据）	
35669	心中有数	10	xin1 zhong1 you3 shu4	xinzhongyoushu	xin1 zhong1 you3 shu4			xin zhong you shu	整词词典与原始音节一致	
35670	心急如焚	10	xin1 ji2 ru2 fen2	xinjirufen	xin1 ji2 ru2 fen2			xin ji ru fen	整词词典与原始音节一致	
35671	忍让	10	ren3 rang4	renrang	ren3 rang4	ren rang	ren rang	ren rang	简单鹤与鲸凉鹤去飞键后一致	
35672	志乃	10	zhi4 nai3	zhinai				zhi nai	原始双字段一致（非独立语料证据）	
35673	怀恩	10	huai2 en1	huaien		huai en	huai en	huai en	简单鹤与鲸凉鹤去飞键后一致	
35674	怀疑论	10	huai2 yi2 lun2/lun4	huaiyilun				huai yi lun	原始双字段一致（非独立语料证据）	
35675	总攻	10	zong3 gong1	zonggong	zong3 gong1	zong gong	zong gong	zong gong	简单鹤与鲸凉鹤去飞键后一致	
35676	总站	10	zong3 zhan4	zongzhan	zong3 zhan4	zong zhan	zong zhan	zong zhan	简单鹤与鲸凉鹤去飞键后一致	
35677	总行	10	zong3 hang2/hang4/heng2/xing2	zongxing	zong3 hang2	zong xing	zong hang | zong xing	zong xing	简单鹤与鲸凉鹤去飞键后一致	整词词典与辅助拼音矛盾；两鹤一致但Chai不同
35678	恪尽职守	10	ke4 jin3/jin4 zhi2 shou3	kejinzhishou	ke4 jin4 zhi2 shou3			ke jin zhi shou	整词词典与原始音节一致	
35679	息怒	10	xi1 nu4	xinu	xi1 nu4	xi nu	xi nu	xi nu	简单鹤与鲸凉鹤去飞键后一致	
35680	悠长	10	you1 chang2/zhang3	youchang	you1 chang2	you chang	you chang	you chang	简单鹤与鲸凉鹤去飞键后一致	
35681	悲天悯人	10	bei1 tian1 min3 ren2	beitianminren	bei1 tian1 min3 ren2			bei tian min ren	整词词典与原始音节一致	
35682	情义	10	qing2 yi4	qingyi	qing2 yi4	qing yi	qing yi	qing yi	简单鹤与鲸凉鹤去飞键后一致	
35683	情分	10	qing2 fen4	qingfen	qing2 fen4	qing fen	qing fen	qing fen	简单鹤与鲸凉鹤去飞键后一致	
35684	情变	10	qing2 bian4	qingbian	qing2 bian4			qing bian	整词词典与原始音节一致	
35685	情夫	10	qing2 fu1/fu2	qingfu	qing2 fu1			qing fu	整词词典与原始音节一致	
35686	情操	10	qing2 cao1	qingcao	qing2 cao1	qing cao	qing cao	qing cao	简单鹤与鲸凉鹤去飞键后一致	
35687	惕	10	ti4	ti	ti4			ti	整词词典与原始音节一致	
35688	想当初	10	xiang3 dang1/dang4 chu1	xiangdangchu	xiang3 dang1 chu1			xiang dang chu	整词词典与原始音节一致	
35689	惴惴不安	10	zhui4 zhui4 bu2/bu4 an1	zhuizhuibu'an	zhui4 zhui4 bu4 an1			zhui zhui bu an	整词词典与原始音节一致	
35690	意会	10	yi4 hui4/kuai4	yihui	yi4 hui4	yi hui	yi hui	yi hui	简单鹤与鲸凉鹤去飞键后一致	
35691	意犹未尽	10	yi4 you2 wei4 jin4	yiyouweijin	yi4 you2 wei4 jin4			yi you wei jin	整词词典与原始音节一致	
35692	意象	10	yi4 xiang4	yixiang			yi xiang	yi xiang	单份鹤参考与其他证据一致	
35693	感人至深	10	gan3 ren2 zhi4 shen1	ganrenzhishen	gan3 ren2 zhi4 shen1			gan ren zhi shen	整词词典与原始音节一致	
35694	慢悠悠	10	man4 you1 you1	manyouyou	man4 you1 you1			man you you	整词词典与原始音节一致	
35695	慧星	10	hui4 xing1	huixing				hui xing	原始双字段一致（非独立语料证据）	
35696	憨	10	han1	han	han1			han	整词词典与原始音节一致	
35697	懈怠	10	xie4 dai4	xiedai	xie4 dai4	xie dai	xie dai	xie dai	简单鹤与鲸凉鹤去飞键后一致	
35698	懒骨头	10	lan3 gu1/gu2/gu3 tou2	langutou				lan gu tou	原始双字段一致（非独立语料证据）	
35699	戈林	10	ge1 lin2	gelin				ge lin	原始双字段一致（非独立语料证据）	
35700	戏称	10	hu1/xi4 chen4/cheng1/cheng4	xicheng	xi4 cheng1	xi cheng	xi cheng	xi cheng	简单鹤与鲸凉鹤去飞键后一致	
35701	成真	10	cheng2 zhen1	chengzhen	cheng2 zhen1	cheng zhen	cheng zhen	cheng zhen	简单鹤与鲸凉鹤去飞键后一致	
35702	我正	10	wo3 zheng1/zheng4	wozheng				wo zheng	原始双字段一致（非独立语料证据）	
35703	战功	10	zhan4 gong1	zhangong	zhan4 gong1	zhan gong	zhan gong	zhan gong	简单鹤与鲸凉鹤去飞键后一致	
35704	戚	10	qi1	qi	qi1			qi	整词词典与原始音节一致	
35705	戴森	10	dai4 sen1	daisen		dai sen	dai sen	dai sen	简单鹤与鲸凉鹤去飞键后一致	
35706	房契	10	fang2 qi4/xie4	fangqi	fang2 qi4	fang qi	fang qi	fang qi	简单鹤与鲸凉鹤去飞键后一致	
35707	扇形	10	shan4 xing2	shanxing	shan4 xing2	shan xing	shan xing	shan xing	简单鹤与鲸凉鹤去飞键后一致	
35708	手工艺	10	shou3 gong1 yi4	shougongyi	shou3 gong1 yi4			shou gong yi	整词词典与原始音节一致	
35709	手快	10	shou3 kuai4	shoukuai	shou3 kuai4	shou kuai	shou kuai	shou kuai	简单鹤与鲸凉鹤去飞键后一致	
35710	手摇	10	shou3 yao2	shouyao			shou yao	shou yao	单份鹤参考与其他证据一致	
35711	托尼·布莱尔	10	tuo1 ni2 #bu4 lai2 er3	tuoni*bulaier				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
35712	托托	10	tuo1 tuo1	tuotuo				tuo tuo	原始双字段一致（非独立语料证据）	
35713	托里蒂	10	tuo1 li3 di4	tuolidi				tuo li di	原始双字段一致（非独立语料证据）	
35714	扰民	10	rao3 min2	raomin	rao3 min2	rao min	rao min	rao min	简单鹤与鲸凉鹤去飞键后一致	
35715	批文	10	pi1 wen2	piwen	pi1 wen2	pi wen	pi wen	pi wen	简单鹤与鲸凉鹤去飞键后一致	
35716	批注	10	pi1 zhu4	pizhu	pi1 zhu4	pi zhu	pi zhu	pi zhu	简单鹤与鲸凉鹤去飞键后一致	
35717	找出路	10	zhao3 chu1 lu4	zhaochulu				zhao chu lu	原始双字段一致（非独立语料证据）	
35718	把关	10	ba3 guan1	baguan	ba3 guan1	ba guan	ba guan	ba guan	简单鹤与鲸凉鹤去飞键后一致	
35719	折叠床	10	she2/zhe1/zhe2 die2 chuang2	zhediechuang				待分配	证据不足或仍冲突；待分配	
35720	折叠椅	10	zhe2 die2 yi3	zhedieyi				zhe die yi	原始双字段一致（非独立语料证据）	
35721	抢答	10	qiang1/qiang3 da1/da2	qiangda	qiang3 da2	qiang da	qiang da	qiang da	简单鹤与鲸凉鹤去飞键后一致	
